freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,fixation.started,fixation.stopped,sound_1.started,key_resp_3.started,sound_1.stopped,freq,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,text_2.started,key_resp_2.started,key_resp_2.keys,participant,session,date,expName,psychopyVersion,frameRate,
500,3,6,27,6,,,,,114.25347410002723,115.25492510001641,115.23806690003839,115.23838310001884,115.91826220002258,500,down,1,0.5852178999921307,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,4,0,28,4,,,,,115.91826220002258,116.9205475000199,116.90339500001282,116.90394040005049,117.5831500000204,500,up,1,2.147473599994555,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,4,1,29,1,,,,,119.0819412000128,120.08443680003984,120.06750540002831,120.06715290003922,120.74769560003188,200,up,0,1.8510736000025645,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,4,2,30,3,,,,,121.962235300045,122.9656828000443,122.94761170002748,122.94851690001087,123.6438498000498,200,up,1,1.5487759999814443,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,4,3,31,5,,,,,124.52656300005037,125.528619800054,125.51173630005796,125.51188990002265,,500,up,1,0.35637739999219775,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,4,4,32,0,,,,,126.09174910001457,127.0939200000139,127.07819690000615,127.07697610004107,127.77304020000156,200,up,0,3.8517330000177026,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,4,5,33,2,,,,,130.97010250005405,131.97218780004187,131.95517380004168,131.9557956000208,,200,down,1,1.8335680000018328,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,4,6,34,6,,,,,133.8341999000404,134.83750630001305,134.81934740002617,134.8194013000466,,500,up,0,1.83045479998691,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,5,0,35,5,,,,,136.68143500003498,137.68367920001037,137.6662983000104,137.66656060004607,138.34668070002226,500,up,1,3.2574803000316024,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,5,1,36,1,,,,,140.96032780001406,141.96281500003533,141.94543200001937,141.9455526000238,142.64188210002612,200,up,1,1.2758143999963067,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,5,2,37,6,,,,,143.25805460003903,144.26066330005415,144.24332230000874,144.2434524000273,144.92350180004723,500,up,0,2.3737815999775194,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,5,3,38,2,,,,,146.65457160002552,147.6569920000038,147.640014800051,147.640116900031,,200,up,0,0.01312550000147894,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,5,4,39,0,,,,,147.8710156000452,148.87206690001767,148.8555988000415,148.85602700000163,,200,up,1,0.3812554000178352,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,5,5,40,4,,,,,149.45177770004375,150.45411780005088,150.45474720005296,150.45411780005088,151.15070530003868,500,up,0,0.5030112999957055,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,5,6,41,3,,,,,151.15070530003868,152.15311030001612,152.13618090001984,152.13604290003423,,200,down,1,0.7379730999819003,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,6,0,42,1,,,,,152.91519490000792,153.917522200034,153.9014619000198,153.9008046000381,,200,up,1,1.618045900017023,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,6,1,43,2,,,,,155.56250450003427,156.56423310004175,156.54833510004102,156.54812170000514,157.22780770005193,200,up,1,0.7203442999743856,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,6,2,44,6,,,,,157.31148670002585,158.3129758000141,158.2959414000332,158.2964603000437,,500,down,1,0.7018881000112742,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,6,3,45,5,,,,,159.04264080000576,160.04462210001657,160.0291506000038,160.02814160002163,,500,down,1,0.6312973000458442,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,6,4,46,0,,,,,160.72452310001245,161.72684150002897,161.710145700007,161.70976920000976,,200,down,1,0.46352410002145916,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,6,5,47,4,,,,,162.3897575000301,163.39184870000463,163.37484200000182,163.37492220004788,164.07122440001694,500,up,1,1.1521515000495128,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,6,6,48,3,,,,,164.57069340004819,165.57235690002562,165.5556480000203,165.55571860005148,166.25225280004088,200,up,1,4.2523772999993525,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,7,0,49,3,,,,,169.84883330005687,170.85134760005167,170.8338779000158,170.83505800005514,,200,up,1,0.25814260001061484,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,7,1,50,1,,,,,171.2974186000065,172.29937140003312,172.28269340003027,172.28299220005283,172.96231540001463,200,up,1,7.769251800025813,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,7,2,51,4,,,,,180.08869080001023,181.09070310002426,181.07383010004997,181.07452030002605,,500,up,1,0.3099854000029154,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,7,3,52,0,,,,,181.60411350004142,182.60566730005667,182.5892488000507,182.58923430001596,,200,up,1,0.2716074999771081,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,7,4,53,2,,,,,183.10225470003206,184.10431350005092,184.08754580000533,184.08785810001427,,200,up,1,3.5697405000100844,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,7,5,54,6,,,,,187.69798600004287,188.70065940002678,188.68314150003135,188.68315760005498,189.36277190002147,500,up,1,0.5502822999842465,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,7,6,55,5,,,,,189.36277190002147,190.36520070000552,190.3647662000556,190.36520070000552,,500,up,0,0.027853299980051816,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,8,0,56,4,,,,,190.61208070005523,191.61403550003888,191.61352630004404,191.61403550003888,192.3104315000237,500,up,1,3.070819400018081,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,8,1,57,1,,,,,194.7244847000111,195.7264924000483,195.71069140002948,195.70952190004755,,200,up,0,4.397930199978873,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,8,2,58,0,,,,,200.1388364000013,201.1545142000541,201.1373711000022,201.13784380001016,,200,up,0,0.06912609998835251,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,8,3,59,6,,,,,201.43485980003607,202.43618460005382,202.42106400003541,202.42124460003106,,500,up,1,2.19768030004343,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,8,4,60,2,,,,,204.66476200002944,205.6665375000448,205.64994490005193,205.65092550002737,,200,up,1,0.0951700999867171,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,8,5,61,3,,,,,205.96339889999945,206.9653545000474,206.94898750002613,206.94944039999973,207.6451085000299,200,up,0,1.0635262000141665,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,8,6,62,5,,,,,208.04480180004612,209.04677810001886,209.03034650002957,209.02994050004054,209.7267361000413,500,up,1,5.438196400005836,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,9,0,63,4,,,,,214.49114940001164,215.49055010004668,215.49018600005076,215.49055010004668,,500,up,0,0.04791019996628165,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,9,1,64,0,,,,,215.75376750004943,216.75545950001106,216.755613200058,216.75545950001106,217.45247810002184,200,up,1,1.2985694999806583,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,9,2,65,6,,,,,218.08487370004877,219.08684500004165,219.07005850002753,219.0701363000553,219.7667919000378,500,down,0,2.041066699952353,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,9,3,66,1,,,,,221.1487133000046,222.15210930001922,222.13367590003764,222.13456960004987,,200,up,0,0.37418199999956414,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,9,4,67,5,,,,,222.73033800005214,223.73308050003834,223.71552350003623,223.71576010005083,224.41186400002334,500,down,0,1.0262992000207305,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,9,5,68,2,,,,,224.77854180004215,225.780458800029,225.7634710000537,225.76392500003567,226.44340550003108,200,down,0,0.7286742000142112,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,9,6,69,3,,,,,226.52685030002613,227.52845310000703,227.51155010003714,227.5122608000529,,200,up,1,0.4104471000027843,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,10,0,70,0,,,,,228.14193240000168,229.14511770004174,229.12695930000046,229.12697910005227,,200,up,1,0.33620139997219667,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,10,1,71,2,,,,,229.69101270003011,230.6924955000286,230.6761384000245,230.6764232000569,,200,down,1,1.2056293000350706,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,10,2,72,5,,,,,231.92156370001612,232.92396720004035,232.90694570004126,232.9070836000028,,500,down,1,1.5988434000173584,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,10,3,73,6,,,,,234.5354155000532,235.53757939999923,235.52096280005645,235.52074860001449,,500,down,0,0.18362399999750778,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,10,4,74,3,,,,,235.9176989000407,236.91941120004049,236.90261000003085,236.9026273000054,,200,up,1,0.13673530000960454,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,10,5,75,4,,,,,237.26705660001608,238.26821700000437,238.25147040000303,238.25192690000404,,500,up,1,5.743334400001913,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,10,6,76,1,,,,,244.02590830001282,245.02803890005453,245.0111505000212,245.01166100002592,,200,up,1,2.12361080001574,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,11,0,77,5,,,,,247.17300740000792,248.17565950000426,248.15844190002537,248.1587713000481,248.8554113000282,500,up,1,2.179975400038529,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,11,1,78,3,,,,,250.369939300057,251.372232200054,251.3550402000372,251.35530800005654,252.0515251000179,200,down,1,1.176399299991317,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,11,2,79,1,,,,,252.5679286000086,253.56967740005348,253.55313460003237,253.55408020003233,,200,down,1,0.15422149997903034,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,11,3,80,6,,,,,253.93305620003957,254.9352411000291,254.91832010003856,254.91857330000494,,500,down,0,0.027308300021104515,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,11,4,81,2,,,,,255.14856000000145,256.15129290003097,256.133710100007,256.1341069000191,256.8307576000225,200,up,0,0.5010124000255018,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,11,5,82,0,,,,,256.8307576000225,257.83235790004255,257.8155696000147,257.8163041000371,,200,down,0,0.17066439997870475,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,11,6,83,4,,,,,258.2122935000225,259.21522090001963,259.1976293000451,259.1978191000526,259.87723240000196,500,down,1,2.090951500053052,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,12,0,84,5,,,,,261.3262254000292,262.3297174000181,262.3110868000484,262.311608900025,,500,up,1,0.27227350004250184,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,12,1,85,4,,,,,262.79145170003176,263.79308070003754,263.7764159000188,263.77617620001547,,500,up,1,1.0764101999811828,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,12,2,86,1,,,,,264.8893911000341,265.89110070001334,265.87466830001796,265.87500740005635,,200,up,0,0.16021440003532916,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,12,3,87,6,,,,,266.2543851000373,267.2576275000465,267.24003150003847,267.23970080004074,,500,up,1,0.10167329997057095,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,12,4,88,3,,,,,267.55350040004123,268.5554935000255,268.5385183000297,268.53867320000427,,200,down,1,0.6473945999750867,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,12,5,89,2,,,,,269.23528920003446,270.23664110002574,270.2206127000216,270.2199805000564,,200,down,0,0.19455269997706637,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,12,6,90,0,,,,,270.61691360000987,271.61870710004587,271.6027336000523,271.6020940000308,,200,down,0,0.5707514000241645,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,13,0,91,0,,,,,272.29865340003744,273.3023328000563,273.2843494000088,273.283955800056,,200,down,1,0.2605324999894947,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,13,1,92,1,,,,,273.7638626000262,274.7659751000465,274.74894490003936,274.74867310002446,275.4285450000316,200,down,1,1.641121499997098,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,13,2,93,5,,,,,276.42803460004507,277.43023410002934,277.4127488000493,277.41321610001614,278.11007790005533,500,up,1,1.334433599957265,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,13,3,94,6,,,,,278.7781732000294,279.77756330004195,279.7778324000363,279.77756330004195,,500,up,0,0.15279139997437596,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,13,4,95,2,,,,,280.1581900000456,281.1601250000531,281.1426588000439,281.14301140001044,281.82266030000756,200,down,1,0.47273719997610897,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,13,5,96,3,,,,,281.82266030000756,282.8249463000102,282.8086192000017,282.80882180004846,,200,down,0,0.8742501999950036,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,13,6,97,4,,,,,283.721685000055,284.7227851000498,284.70604960001657,284.7061493000365,,500,up,1,0.06925389997195452,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,14,0,98,4,,,,,285.00268000003416,286.0049989000545,285.98860290004524,285.98887100000866,286.68449560005683,500,up,0,1.4034320000209846,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,14,1,99,3,,,,,287.43435039999895,288.4368817000068,288.4190110000025,288.4190891000326,289.0985745000071,200,up,1,1.0470398999750614,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,14,2,100,6,,,,,289.49872100003995,290.5004282000009,290.48346710005427,290.4845730000525,,500,up,1,0.03679530002409592,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
500,14,3,101,5,,,,,290.7473711000057,291.7503138000029,291.73260690002354,291.73299170000246,,500,up,0,1.252269199991133,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,14,4,102,0,,,,,293.028498700005,294.03050810005516,294.0132999000314,294.0135979000479,,200,up,0,0.20930799999041483,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,14,5,103,2,,,,,294.44342260004487,295.44517370004905,295.42874320000993,295.4285269000102,,200,up,0,0.111882199998945,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
200,14,6,104,1,,,,,295.75871560000814,296.7608001000481,296.74532790002996,296.74462560005486,,200,up,1,0.06801220000488684,,,,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
,,,,,,,,,,,,,,,,,,297.0413228000398,297.0413228000398,None,m,001,2023-11-24_15h54.42.566,final project experiment,2022.2.1,60.03247757306277,
