freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,fixation.started,fixation.stopped,sound_1.started,key_resp_3.started,sound_1.stopped,freq,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,text_2.started,key_resp_2.started,key_resp_2.keys,participant,session,date,expName,psychopyVersion,frameRate,
200,6,1,43,2,,,,,153.82327739999164,154.82517049997114,154.80898211998283,154.8085662999656,155.48781650001183,200,up,0,0.49324099998921156,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,6,2,44,3,,,,,155.48781650001183,156.48977350001223,156.4748177199799,156.47443219996057,,200,down,0,0.16744089999701828,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,6,3,45,5,,,,,156.8698485000059,157.87227529997472,157.85599391997675,157.85584119998384,158.53503209998598,500,up,1,3.148136399977375,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,6,4,46,6,,,,,161.04949929995928,162.05100809998112,162.0348805199901,162.0345132999937,162.7142294999794,500,down,0,0.755177500017453,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,6,5,47,4,,,,,162.83051890000934,163.83305859996472,163.81660131996614,163.8165580999921,,500,up,1,0.22993750002933666,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,6,6,48,1,,,,,164.26281749998452,165.26474229997257,165.2485758199764,165.24845249997452,165.94475399999646,200,down,1,1.232529999979306,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,7,0,49,4,,,,,166.510878400004,167.5133432999719,167.49608421997982,167.49629749997985,,500,down,1,2.3821155999903567,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,7,1,50,5,,,,,169.9239204999758,170.92693249997683,170.90984442000627,170.90991359995678,,500,down,1,1.1444446999812499,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,7,2,51,1,,,,,172.08809199999087,173.09056139999302,173.07387881996692,173.07385459996294,173.77064649999375,200,down,0,4.417850700032432,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,7,3,52,2,,,,,177.51924930000678,178.51863800000865,178.51882122000097,178.51863800000865,179.1979307999718,200,up,1,0.6708336999872699,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,7,4,53,6,,,,,179.21753069997067,180.21714179997798,180.20026732000406,180.20009779999964,,500,up,1,0.37576999998418614,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,7,5,54,0,,,,,180.79668849997688,181.79856590001145,181.7824472199718,181.78205559996422,182.47812479996355,200,down,1,1.0073863999568857,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,7,6,55,3,,,,,182.8278783999849,183.83030109998072,183.81398041997454,183.8134785000002,184.51013030001195,200,down,1,1.3015100000193343,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,8,0,56,4,,,,,185.15902259998256,186.16100570000708,186.14484031996108,186.14473890000954,186.82358570001088,500,down,1,1.7150318999774754,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,8,1,57,3,,,,,187.88936179998564,188.89188439998543,188.87566541999695,188.87509280000813,189.554510499991,200,up,1,1.5769940000027418,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,8,2,58,6,,,,,190.4874783999985,191.4903724999749,191.47359832000802,191.47388010000577,,500,up,1,1.874459000013303,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,8,3,59,0,,,,,193.38406359998044,194.38629609998316,194.36981842000387,194.36969620001037,195.06575209996663,200,down,0,1.8783461999846622,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,8,4,60,2,,,,,196.2811534999637,197.28381389996503,197.26694062000024,197.26711570000043,,200,down,1,1.321345400006976,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,8,5,61,1,,,,,198.62909549998585,199.6313603000017,199.61459251996712,199.61497130000498,,200,down,1,0.990375800000038,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,8,6,62,5,,,,,200.64365300000645,201.6457888999721,201.62934711997514,201.62919780000811,202.3086974999751,500,up,1,2.7329813999822363,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,9,0,63,6,,,,,204.40678069996648,205.40898209996521,205.39263792001293,205.39230219996534,206.0881633000099,500,down,1,1.1088866999489255,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,9,1,64,1,,,,,206.5385368000134,207.54014180001104,207.52357251997455,207.5237047999981,,200,down,0,0.06050269998377189,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,9,2,65,4,,,,,207.80362009996315,208.80586179997772,208.78933731999132,208.7905278999824,,500,down,1,2.481913199997507,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,9,3,66,3,,,,,211.31660620000912,212.31900199997472,212.30226741996012,212.30238939996343,,200,up,1,0.8608630999806337,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,9,4,67,2,,,,,213.19853150000563,214.20055849995697,214.18384241996682,214.1836348999641,214.86377180001,200,down,1,0.7009578000288457,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,9,5,68,5,,,,,214.92978070001118,215.9316483999719,215.91533181999694,215.91540070000337,216.59491539996816,500,down,1,1.3792221999610774,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,9,6,69,0,,,,,217.32727050001267,218.32957399997395,218.31341222001356,218.3129440000048,219.01009459997294,200,up,1,1.4498960000346415,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,10,0,70,1,,,,,219.80844579997938,220.81025989999762,220.79414531998918,220.79379610001342,221.47410779999336,200,down,0,2.196000700001605,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,10,1,71,6,,,,,223.0219906999846,224.02395399997476,224.00708951996057,224.0070292999735,224.70435509999515,500,down,1,2.6612345000030473,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,10,2,72,4,,,,,226.70137219998287,227.70406059996458,227.6870672199584,227.68716349999886,,500,up,1,2.3878520999569446,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,10,3,73,5,,,,,230.1151215999853,231.11696019995725,231.10033282000222,231.1007055999944,,500,up,1,1.4703328000032343,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,10,4,74,0,,,,,232.61238080001203,233.61412149999524,233.59780392001267,233.59769309998956,234.2943083999562,200,down,1,0.9640362000209279,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,10,5,75,2,,,,,234.5937476999825,235.59660559997428,235.5795504199632,235.5797502999776,236.27544579998357,200,up,1,0.8294501000200398,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,10,6,76,3,,,,,236.44217689998914,237.44476599997142,237.4275057199702,237.42726490000496,238.10655659995973,200,up,0,1.230706900008954,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,11,0,77,5,,,,,238.68978109996533,239.6925620000111,239.6755891199864,239.67569669999648,240.3551204999676,500,down,1,0.7592950999969617,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,11,1,78,1,,,,,240.47132139996393,241.47408039995935,241.45701411998016,241.45667119999416,242.1534369000001,200,up,1,2.77641059999587,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,11,2,79,2,,,,,244.268211699964,245.27001269999892,245.25487691999297,245.2531018999871,,200,down,0,1.617163699993398,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,11,3,80,6,,,,,246.9151092999964,247.91729020001367,247.9013679199561,247.90080840000883,248.59707630000776,500,down,1,1.127297900035046,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,11,4,81,4,,,,,249.0630506000016,250.06547159998445,250.04892221998307,250.04951390001224,,500,down,1,1.6045741999987513,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,11,5,82,3,,,,,251.69373150001047,252.69651390000945,252.67937441999675,252.67934109998168,,200,up,1,3.631545400014147,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,11,6,83,0,,,,,256.3555694000097,257.35781989997486,257.3421483199636,257.3413761999691,258.0378829999827,200,down,0,2.424392400018405,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,12,0,84,6,,,,,259.8031375000137,260.80540579999797,260.78802551995614,260.78855679999106,,500,up,1,1.3456249000155367,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,12,1,85,3,,,,,262.16693289997056,263.1691446999903,263.15258091999567,263.1522210999974,263.83255559997633,200,up,1,1.3484176999772899,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,12,2,86,5,,,,,264.53151170001365,265.53370029997313,265.51672221996705,265.51740459998837,,500,up,1,1.2993745999992825,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,12,3,87,0,,,,,266.8457072000019,267.84772779996274,267.8316777199798,267.83112270000856,268.5109710000106,200,down,1,0.9461791000212543,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,12,4,88,2,,,,,268.8103266999824,269.8129209000035,269.79594432000886,269.79631369997514,270.49235269997735,200,down,1,5.384778600011487,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,12,5,89,1,,,,,275.2205918999971,276.2233881999855,276.2074213199958,276.20742260001134,,200,down,1,0.9972853999934159,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,12,6,90,4,,,,,277.2353770000045,278.23810309998225,278.2211555199756,278.2210415999871,278.917297100008,500,down,1,1.3699492999585345,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,13,0,91,1,,,,,279.63323099998524,280.6354015999823,280.6185402199917,280.6184541999828,281.2981942999759,200,down,0,1.4216887999791652,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,13,1,92,3,,,,,282.08061279996764,283.0840271000052,283.06622121998225,283.0666238999693,,200,up,0,0.12074709997978061,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,13,2,93,0,,,,,283.4129249000107,284.41579870000714,284.3987566199794,284.39930509997066,,200,down,1,0.09011530003044754,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,13,3,94,5,,,,,284.71142090001376,285.71632040000986,285.69706071997643,285.6973905999912,,500,down,1,2.7465453000040725,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,13,4,95,6,,,,,288.4745239999611,289.4767577999737,289.45979031999013,289.4600041999947,290.1392681999714,500,down,1,0.8492474000086077,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,13,5,96,2,,,,,290.3393826999818,291.3413956000004,291.32488261998515,291.3252203000011,292.0209055999876,200,down,1,2.370754300034605,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,13,6,97,4,,,,,293.73587959998986,294.73867099999916,294.72167041999637,294.72149989998434,,500,up,1,2.4242030000314116,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,14,0,98,6,,,,,297.1832910999656,298.1847861999995,298.1681528199988,298.16850679996423,298.84759999997914,500,down,0,2.4595651000272483,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,14,1,99,0,,,,,300.6624474999844,301.6650859999936,301.64821161996224,301.6479512999649,302.3274486999726,200,down,1,1.6080598999978974,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,14,2,100,3,,,,,303.29366299998946,304.2956536000129,304.2787854199705,304.27880229998846,304.9590065999655,200,down,1,1.5047380999894813,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,14,3,101,2,,,,,305.8240469999728,306.82659660000354,306.8114313200058,306.80980569997337,,200,down,1,0.14357590000145137,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
200,14,4,102,1,,,,,307.1732479999773,308.1757628999767,308.15823962001014,308.1583746999968,,200,down,1,0.4339836999424733,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,14,5,103,4,,,,,308.82151129998965,309.8233521999791,309.80663022000226,309.8066153000109,310.50298889999976,500,down,1,3.0438698999932967,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
500,14,6,104,5,,,,,312.88422579999315,313.88605989998905,313.86993821998476,313.8694463999709,314.54894309997326,500,up,0,0.7431942999828607,,,,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
,,,,,,,,,,,,,,,,,,314.6359261999605,314.6359261999605,None,H,001,2023-11-24_15h49.03.244,final project experiment,2022.2.1,60.159313896555865,
