freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,key_resp.started,key_resp.keys,key_resp.rt,fixation.started,sound_1.started,key_resp_3.started,fixation.stopped,freq,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,sound_1.stopped,text_2.started,key_resp_2.started,key_resp_2.keys,participant,session,date,expName,psychopyVersion,frameRate,
200,7,2,51,3,,,,,154.20222699991427,155.18716693993193,155.18663859996013,155.2034395999508,200,down,0,0.5519960999954492,155.88405519991647,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,7,3,52,0,,,,,155.88405519991647,156.88568763991353,156.88565690000542,156.88565690000542,200,down,0,0.5954578999662772,157.58218429994304,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,7,4,53,5,,,,,157.58218429994304,158.5680005399976,158.56688729999587,158.58408339996822,500,down,0,0.37909200007561594,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,7,5,54,1,,,,,159.16367019992322,160.1493368400028,160.1493044999661,160.16544439992867,200,down,0,0.47701529995538294,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,7,6,55,4,,,,,160.82921849994455,161.83068153993227,161.8308648999082,161.8308648999082,500,down,0,0.6419831999810413,162.5277387999231,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,8,0,56,0,,,,,162.5277387999231,163.51305643990636,163.5121863000095,163.52910759998485,200,down,0,0.43800299998838454,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,8,1,57,5,,,,,164.17548229999375,165.17845713996795,165.1780755999498,165.1780755999498,500,down,0,0.5545747999567538,165.8737399999518,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,8,2,58,1,,,,,165.8737399999518,166.8594006399857,166.859249799978,166.87616280000657,200,down,0,0.2931481000268832,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,8,3,59,6,,,,,167.37288479995914,168.37465993999504,168.3742033999879,168.3742033999879,500,down,0,0.7404990000650287,169.07106139999814,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,8,4,60,4,,,,,169.13996459997725,170.13998323990964,170.13977639994118,170.13977639994118,500,down,1,0.9700181999942288,170.8362530999584,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,8,5,61,2,,,,,171.13773179997224,172.1376594399102,172.13733519997913,172.13733519997913,200,down,0,1.0397324999794364,172.83419329999015,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,8,6,62,3,,,,,173.21626019990072,174.20262833996676,174.2017319999868,174.21845809998922,200,down,0,1.0501320000039414,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,9,0,63,0,,,,,175.28392069996335,176.28436163996813,176.28356229991186,176.28356229991186,200,down,1,0.7963838001014665,176.96362249995582,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,9,1,64,5,,,,,177.1127093998948,178.09851303996984,178.09823489992414,178.11474409990478,500,down,1,1.1881919000297785,178.7947016999824,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,9,2,65,1,,,,,179.31387660000473,180.31343154001516,180.3127325999085,180.3127325999085,200,down,0,0.8644584999419749,180.9924720999552,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,9,3,66,2,,,,,181.1949088999536,182.19421803995502,182.19390299997758,182.19390299997758,200,down,1,0.7270164000801742,182.87417219998315,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,9,4,67,4,,,,,182.94298509997316,183.94269203997683,183.94214840000495,183.94214840000495,500,down,1,0.5531068999553099,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,9,5,68,3,,,,,184.62239939998835,185.60845323998947,185.60821779991966,185.6240413999185,200,down,0,0.6113645000150427,186.30378339998424,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,9,6,69,6,,,,,186.30378339998424,187.28939113996458,187.28927479998674,187.306409599958,500,down,0,0.7536002999404445,187.96900019992609,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,10,0,70,0,,,,,188.07182599999942,189.07149833997246,189.07163269992452,189.07163269992452,200,down,1,0.6880457999650389,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,10,1,71,5,,,,,189.78690119995736,190.7863106399076,190.78624199994374,190.78624199994374,500,down,1,0.6988089999649674,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,10,2,72,3,,,,,191.51520939997863,192.50177473991644,192.50042949989438,192.51672710001003,200,down,0,0.6492553000571206,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,10,3,73,1,,,,,193.1970761999255,194.19911854001694,194.1987105999142,194.1987105999142,200,down,0,0.6244528000243008,194.89520359993912,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,10,4,74,6,,,,,194.89520359993912,195.88067813995295,195.8803842999041,195.8968623999972,500,down,0,0.42792110005393624,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,10,5,75,2,,,,,196.52698999992572,197.51259123997298,197.51210229995195,197.52892720000818,200,down,1,0.2818922000005841,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,10,6,76,4,,,,,198.00939599995036,198.9943799399538,198.9941361999372,199.010588599951,500,down,0,0.4671516999369487,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,11,0,77,3,,,,,199.67420989996754,200.6594561399892,200.65948189992923,200.67636279994622,200,down,1,0.49174319999292493,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,11,1,78,6,,,,,201.3387659,202.3249817399541,202.32398389989976,202.34072410000954,500,down,0,0.7309055000077933,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,11,2,79,5,,,,,203.07390279998071,204.07388643999585,204.0731685999781,204.0731685999781,500,down,1,0.6178419999778271,204.76923340000212,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,11,3,80,0,,,,,204.76923340000212,205.75463523992804,205.75419119989965,205.7708328999579,200,down,0,0.6101306999335065,206.43449919996783,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,11,4,81,4,,,,,206.43449919996783,207.42042803994846,207.41980289993808,207.43638470000587,500,down,1,0.6600655000656843,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,11,5,82,2,,,,,208.09963309997693,209.0852958399104,209.084739599959,209.10116489999928,200,down,0,0.6991322000976652,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,11,6,83,1,,,,,209.80037069995888,210.80027733996977,210.80004119989462,210.80004119989462,200,down,1,0.6939855000237003,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,12,0,84,2,,,,,211.5155628999928,212.51449473991525,212.51458640000783,212.53147209994495,200,down,0,0.6407749999780208,213.1940306999022,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,12,1,85,0,,,,,213.1940306999022,214.17947423991282,214.17923169990536,214.1960736999754,200,down,1,0.6267256001010537,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,12,2,86,1,,,,,214.85941859998275,215.84525883998722,215.8447038999293,215.86080929997843,200,down,1,0.5212913999566808,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,12,3,87,3,,,,,216.5245900999289,217.5102075399831,217.51039650000166,217.52628639992326,200,down,0,0.7039783999789506,218.20626519992948,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,12,4,88,6,,,,,218.25596949993633,219.24185543993954,219.24152039992623,219.2583736999659,500,down,1,0.5509582000086084,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,12,5,89,5,,,,,219.93767659994774,220.92321173995734,220.92280109995045,220.9392900998937,500,down,1,0.5797248999588192,221.619498899905,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,12,6,90,4,,,,,221.619498899905,222.60467934000772,222.60460289998446,222.62132329994347,500,down,0,0.5610706000588834,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,13,0,91,3,,,,,223.28420160000678,224.2695242399117,224.26934839994647,224.2863698999863,200,down,0,0.6503379000350833,224.96601149998605,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,13,1,92,4,,,,,224.96601149998605,225.95234663991724,225.95202569989488,225.96776209992822,500,down,1,0.7032406000653282,226.63145659992006,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,13,2,93,2,,,,,226.6842099999776,227.68335163998418,227.68269409995992,227.68269409995992,200,down,1,0.6130187000380829,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,13,3,94,5,,,,,228.37921079993248,229.36467854001094,229.36449479998555,229.38120409997646,500,down,1,0.4910178000573069,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,13,4,95,1,,,,,230.04445349995513,231.02960883998313,231.029524799902,231.0463097000029,200,down,1,0.5337900000158697,231.72606249991804,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,13,5,96,6,,,,,231.72606249991804,232.72839113997762,232.72766229999252,232.72766229999252,500,down,1,0.3155018000397831,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,13,6,97,0,,,,,233.2579780999804,234.2603697399376,234.26034319994505,234.26034319994505,200,down,1,0.19333350006490946,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,14,0,98,3,,,,,234.673280899995,235.65910903990735,235.6583065999439,235.67504349991214,200,down,1,0.10004229994956404,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,14,1,99,2,,,,,235.97203329997137,236.95787963990588,236.9574372000061,236.9743615000043,200,down,1,0.28443589992821217,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,14,2,100,1,,,,,237.47096629999578,238.47232083997224,238.47224959998857,238.47224959998857,200,down,0,0.19619990000501275,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,14,3,101,4,,,,,238.88564110000152,239.87148274001666,239.87158519995864,239.88781979994383,500,down,0,0.3645008000312373,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,14,4,102,6,,,,,240.43422149994876,241.43653534001206,241.43661649990827,241.43661649990827,500,down,0,0.4430673000169918,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
200,14,5,103,0,,,,,242.09933419991285,243.08461943999865,243.08464569994248,243.10191569989547,200,down,1,0.48494260001461953,243.76430149993394,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
500,14,6,104,5,,,,,243.76430149993394,244.75017583996524,244.75012169999536,244.76684840000235,500,down,1,0.2846544999629259,,,,,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
,,,,,,,,,,,,,,,,,,245.28005499998108,245.28005499998108,None,n,001,2023-11-26_11h10.03.229,final project experiment,2022.2.1,59.91906132949289,
