freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,key_resp.started,key_resp.keys,fixation.started,sound_1.started,key_resp_3.started,fixation.stopped,sound_1.stopped,freq,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,text_2.started,key_resp_2.started,key_resp_2.keys,participant,session,date,expName,psychopyVersion,frameRate,
500,8,4,60,6,,,,165.10240739997244,166.10164841000807,166.10188989999006,166.10188989999006,166.79962179996073,500,up,1,1.0914442000212148,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,8,5,61,3,,,,167.2172147000092,168.21651340996033,168.21654579997994,168.21654579997994,168.8971823999891,200,up,1,0.9230477000237443,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,8,6,62,0,,,,169.16551719995914,170.16412740996458,170.16408299998147,170.18112439999823,170.84510809998028,200,up,1,0.9678019999992102,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,9,0,63,1,,,,171.16354390000924,172.16274971000968,172.16262999997707,172.16262999997707,172.86006199999247,200,down,1,0.8830809000064619,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,9,1,64,0,,,,173.07815650000703,174.0770336100075,174.07702939998126,174.0941227999865,174.7575125999865,200,up,1,1.1151798999635503,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,9,2,65,5,,,,175.20954800001346,176.20814800999943,176.2081227999879,176.22503269999288,176.88951800001087,500,down,1,0.7586157000041567,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,9,3,66,6,,,,176.99094059999334,177.99036100999803,177.99025099998107,177.99025099998107,178.68703370000003,500,down,0,1.4328315000166185,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,9,4,67,4,,,,179.4551070999587,180.45398301000824,180.4542061999673,180.47060189995682,181.15141019999282,500,up,1,1.0072791000129655,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,9,5,68,3,,,,181.4861917999806,182.4860300099652,182.48627399996622,182.48627399996622,183.18330959999003,200,up,1,0.7991630000178702,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,9,6,69,2,,,,183.318191999977,184.31742000997184,184.3174095999566,184.3174095999566,184.99848710000515,200,up,1,0.6897600999800488,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,10,0,70,5,,,,185.0330840999959,186.03186870999053,186.0318429999752,186.04896409995854,186.712428800005,500,up,1,1.049424100026954,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,10,1,71,0,,,,187.09736769995652,188.09725010998665,188.0970955999801,188.0970955999801,,200,down,1,0.7252396999974735,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,10,2,72,3,,,,188.84576739999466,189.8452774099831,189.8453364999732,189.8453364999732,190.54227529995842,200,down,1,0.6820938999881037,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,10,3,73,6,,,,190.5611884999671,191.55985090996256,191.56017309997696,191.57680139999138,192.25715459999628,500,down,1,0.5884541000123136,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,10,4,74,2,,,,192.25715459999628,193.24195450996632,193.24180499999784,193.25860949995695,193.9554071999737,200,down,1,0.5850792999844998,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,10,5,75,1,,,,193.9554071999737,194.94047150997795,194.9404398999759,194.95732039998984,195.63702079997165,200,up,1,0.5486190000083297,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,10,6,76,4,,,,195.63702079997165,196.62165970999632,196.62157179997303,196.63806480000494,197.3192695999751,500,down,0,0.9193171000224538,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,11,0,77,6,,,,197.5710235000006,198.56956300999155,198.5698255999596,198.58634639997035,199.2507303999737,500,up,1,1.0813535999623127,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,11,1,78,2,,,,199.66853610001272,200.6676613099815,200.66796749999048,200.66796749999048,201.34802659996785,200,down,1,0.9817477000178769,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,11,2,79,1,,,,201.6664776999969,202.6662479099876,202.66561649995856,202.66561649995856,203.3474018999841,200,up,1,0.8186451000510715,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,11,3,80,5,,,,203.51496619998943,204.51402360996582,204.51389890001155,204.51389890001155,205.19501530000707,500,down,0,1.0224205999984406,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,11,4,81,0,,,,205.5632290999638,206.562151909963,206.56222769996384,206.57912119996035,207.25984329998028,200,down,0,1.2606879000086337,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,11,5,82,4,,,,207.8443690999993,208.84315750996467,208.84320870001102,208.85999319999246,209.54059089999646,500,up,1,0.857340800052043,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,11,6,83,3,,,,209.7256739999866,210.72480601000717,210.7246448000078,210.7246448000078,211.40540180000244,200,down,1,0.7019122000201605,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,12,0,84,2,,,,211.45733389997622,212.45610771000503,212.45602859999053,212.47258000000147,,200,down,1,0.9170799000421539,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,12,1,85,4,,,,213.3886868999689,214.38875270999853,214.38807659997838,214.38807659997838,,500,up,1,0.9542439000215381,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,12,2,86,0,,,,215.3699899999774,216.36941250999809,216.36951739998767,216.36951739998767,,200,down,1,1.0002817999920808,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,12,3,87,3,,,,217.40127549995668,218.40022200996174,218.40028000000166,218.41679449996445,219.09793559997343,200,up,1,0.5787385000148788,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,12,4,88,1,,,,219.09793559997343,220.08217071000837,220.08221349999076,220.09919579996495,220.77932029997464,200,down,0,0.47351189999608323,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,12,5,89,5,,,,220.77932029997464,221.7637194099778,221.7640172999818,221.7803883999586,,500,up,0,0.5615850000176579,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,12,6,90,6,,,,222.4441200000001,223.44605840996957,223.44539519998943,223.44539519998943,224.12615149997873,500,down,0,1.109047100006137,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,13,0,91,0,,,,224.57746130001033,225.57667100998225,225.57699919998413,225.57699919998413,226.25786949996836,200,up,1,0.980020200018771,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,13,1,92,2,,,,226.57597879995592,227.57528420995806,227.575065299985,227.575065299985,228.25542169995606,200,down,1,0.7558383000432514,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,13,2,93,1,,,,228.35737819998758,229.3565142099804,229.3560870999936,229.3560870999936,,200,up,1,0.971820899983868,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,13,3,94,5,,,,230.35524020000594,231.3544392100128,231.35437489999458,231.35437489999458,,500,down,1,1.002121499972418,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,13,4,95,6,,,,232.38698489998933,233.3856400099874,233.38548669999,233.40218460001051,,500,down,1,0.7386849999893457,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,13,5,96,3,,,,234.1514671999612,235.15093971001335,235.15145909995772,235.15145909995772,235.8317204999621,200,up,1,0.7114924999768846,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,13,6,97,4,,,,235.88388589996612,236.88259211000405,236.8825685000047,236.89916979998816,237.56340929999715,500,up,1,0.7418311000219546,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,14,0,98,5,,,,237.64830539998366,238.6473735099833,238.64801429997897,238.64801429997897,239.3276588000008,500,down,1,0.7761499999905936,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,14,1,99,1,,,,239.4464332999778,240.4456361099554,240.4457720000064,240.4457720000064,241.12655639997683,200,down,1,0.7371432000072673,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,14,2,100,6,,,,241.21164269995643,242.21053490995547,242.21035529999062,242.22719080001116,242.8908347999677,500,down,1,0.687060099968221,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
500,14,3,101,4,,,,242.9259713999927,243.9263038099569,243.92586329998448,243.92586329998448,244.62345919996733,500,up,1,0.8112880999688059,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,14,4,102,3,,,,244.75806429999648,245.75734811000876,245.7575586999883,245.7575586999883,246.4377659999882,200,up,1,0.7678287000162527,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,14,5,103,0,,,,246.57047400000738,247.55521980997293,247.55516220000573,247.5720500999596,,200,up,1,1.0973251999821514,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
200,14,6,104,2,,,,248.67090460000327,249.6700338100025,249.6699968999601,249.6699968999601,250.36832139996113,200,down,1,0.8613676999812014,,,,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
,,,,,,,,,,,,,,,,,250.55256280000322,250.55256280000322,None,priyal,001,2023-11-23_15h02.30.239,final project experiment,2022.2.1,59.942443274308644,
